SIC,HORIZ,"CAR(-1, +1)","CAR(-2, +2)",CROSS,CASH,LEV,Acq_size,Deal Attitude,Deal Status,Percentage of Shares Acquired,Tar. Private,DSIZE,Date (years)
3845,0,-0.015861,-0.028117,0,0,0.4672259,8370.89,Not Appl.,Status Unknown,.,Priv.,,2011
3845,0,0.0008302,0.0122736,0,1,0.5123087,6428.341,Friendly,Completed,100,Priv.,,2007
3845,0,0.00264,0.0193949,1,0,0.5169464,8697.81,Friendly,Completed,100,Sub.,,2014
3845,0,0.0144395,0.0143416,1,0,0.4988287,8372.258,Friendly,Completed,100,Sub.,,2014
5961,0,0.0655224,0.0459495,1,0,0.065405,75.572,Friendly,Completed,100,Sub.,,2006
3841,1,0.0308271,0.0437922,1,1,0.1286599,191.848,Friendly,Completed,100,Sub.,,2012
3841,1,0.0482199,0.0873796,1,1,0.2194184,151.49,Friendly,Completed,100,Sub.,,2010
3841,0,-0.050984,-0.029164,1,0,0.226321,186.88,Friendly,Completed,100,Sub.,,2010
3841,0,0.0411534,0.0512999,1,0,0.1237329,515.464,Friendly,Completed,100,Priv.,,2014
3841,1,-0.036468,-0.042679,0,0,0.20902,199.713,Friendly,Completed,100,Priv.,,2011
4923,0,0.0121087,0.0059629,1,0,0.6979766,2212.37,Friendly,Completed,100,Priv.,,2011
3559,0,0.0899163,0.1354383,1,0,0.471701,227.476,Friendly,Completed,80.1,Priv.,,2009
3559,0,0.017145,0.0133616,1,0,0.2916017,1902.52,Friendly,Completed,100,Priv.,,2011
3559,1,0.0392599,0.0112405,1,0,0.477784,568.204,Friendly,Completed,100,Priv.,,2008
3559,1,0.0124253,-0.008527,1,1,0.1717695,1430.937,Friendly,Completed,100,Priv.,,2014
3559,0,-0.018986,-0.035175,1,0,0.1468454,1343.073,Friendly,Completed,100,Priv.,,2013
7370,0,-0.003619,-0.039521,0,0,0.2332447,187.369,Friendly,Completed,100,Priv.,,2015
1311,1,0.0629123,0.0082187,1,0,1.1563973,128.337,Friendly,Completed,100,Sub.,,2009
2835,0,-0.007598,0.0160775,1,0,0.2803448,2818.896,Friendly,Completed,100,Priv.,,2007
2835,0,0.0016351,-0.013518,0,1,0.2193022,1629.89,Friendly,Withdrawn,.,Public,206.937,2006
6798,0,0.0227979,0.0223281,1,1,0.5794619,23156.685,Friendly,Completed,100,Sub.,,2015
6798,0,-0.043436,-0.017901,1,0,0.5548587,7987.547,Friendly,Completed,100,Sub.,,2010
6798,0,0.0052799,-0.018177,0,0,0.5794619,26071.119,Friendly,Completed,100,Sub.,,2015
6798,1,0.0188091,0.0122386,1,1,0.4523299,14491.08,Friendly,Completed,100,Public,184.04,2011
6798,0,-0.011399,-0.009103,1,0,0.4523605,16567.587,Friendly,Completed,100,Sub.,,2012
6798,0,0.0095319,-0.004324,1,0,0.5110417,18427.108,Friendly,Completed,100,Sub.,,2013
6798,0,0.02192,0.008209,1,0,0.5627092,7455.235,Friendly,Completed,.,Priv.,,2010
6798,1,-0.062324,-0.078444,1,0,0.5848911999999999,9035.572,Friendly,Completed,100,Public,4740.677,2011
6798,0,0.0069915,-0.002897,1,0,0.7557299,3848.523,Friendly,Completed,100,Priv.,,2006
6798,0,0.0152832,0.0058479,1,0,0.4523605,3299.437,Friendly,Completed,100,Sub.,,2012
6798,0,0.0315153,0.0388754,1,0,0.5548587,8380.249,Friendly,Pending,.,Priv.,,2010
6798,0,0.0022844,-0.012924,1,0,0.5569768,22867.873,Friendly,Pending,.,Sub.,,2016
2836,0,-0.165497,-0.202022,1,0,0.0611613,52.6,Friendly,Completed,100,Priv.,,2014
2835,1,0.0089042,-0.003704,1,0,0.3354244,311.789,Friendly,Completed,100,Priv.,,2014
2860,0,0.0642627,0.0573816,1,0,0.3694549,1011.998,Friendly,Completed,100,Sub.,,2007
2860,0,0.1143848,0.1058838,1,0,0.5779401,1204.782,Friendly,Completed,100,Public,581.246,2007
3576,0,0.1292915,0.1089534,0,0,0.4385691,49.482,Friendly,Completed,100,Sub.,,2010
3537,0,-0.031921,-0.011712,1,0,0.7810664,62.093,Friendly,Completed,100,Sub.,,2007
3537,0,0.0884926,0.0767028,0,0,0.0476574,18.907,Friendly,Completed,100,Priv.,,2006
3537,0,-0.020075,-0.040531,1,0,0.0520727,19.988,Friendly,Completed,100,Priv.,,2006
3711,0,0.262196,0.2733493,1,0,0.1876076,6.605,Friendly,Completed,100,Public,2.565,2009
3578,0,0.0106433,0.0418057,1,0,0.9625099,1147.997,Friendly,Completed,100,J.V.,,2010
3578,1,0.0906237,0.0982833,0,1,0.8761297,1972.907,Friendly,Completed,100,Public,777.539,2006
3578,0,0.0241978,-0.005042,0,0,0.9053471,1701.797,Friendly,Completed,100,Priv.,,2010
3578,0,-0.042925,-0.099544,0,0,0.6229525,3661.743,Friendly,Completed,100,Sub.,,2007
3578,0,0.0243794,0.0080543,0,0,0.7976276,1864.008,Not Appl.,Status Unknown,.,Public,346.021,2006
3578,0,0.0188464,0.0132261,0,1,0.8439765,1868.58,Friendly,Completed,100,Sub.,,2006
7370,0,-0.024085,0.0958824,0,1,0.9164176,3739.077,Friendly,Withdrawn,.,Public,63.224,2009
7370,0,-0.003653,-0.015063,1,1,0.354655,6140.733,Friendly,Completed,100,Priv.,,2006
7370,0,-0.021203,0.0458592,1,0,0.3829752,5120.955,Friendly,Completed,.,Priv.,,2006
3578,0,-0.111512,-0.064252,0,0,0.8736541,2279.649,Friendly,Completed,80,Sub.,,2010
3578,0,0.0098415,0.0537735,0,0,0.7707444,4715.933,Friendly,Completed,100,Sub.,,2011
3578,0,0.0771546,0.0809379,0,0,0.8736541,2338.874,Friendly,Completed,100,Sub.,,2010
3578,0,0.0044664,0.0817052,1,0,0.6947427,3492.579,Friendly,Completed,100,Priv.,,2011
3578,0,0.0582753,-0.004888,1,0,0.8736541,2171.503,Friendly,Completed,100,Public,,2010
3578,0,-0.01242,-0.024483,0,0,0.6080265,3447.246,Friendly,Pending,.,Public,,2015
3578,0,-0.003887,-0.025423,1,0,0.6653456,4779.863,Friendly,Completed,100,Priv.,,2012
3578,0,0.0701209,0.0529614,0,0,0.6947427,4036.782,Friendly,Completed,100,Sub.,,2011
3578,0,-0.007662,0.0245357,1,0,0.8736541,1859.939,Friendly,Completed,100,Priv.,,2010
3578,0,-0.038098,0.0438694,1,0,0.8736541,1973.88,Friendly,Completed,100,Priv.,,2010
7373,0,-0.013722,-0.007351,1,0,0.7007658,1125.342,Friendly,Completed,100,Public,1213.52,2012
7373,0,0.0784863,0.0184434,1,0,0.7140748,1092.756,Friendly,Pending,.,Priv.,,2011
7373,0,0.0160961,0.01481,1,0,0.7360498,1256.907,Friendly,Completed,100,Priv.,,2011
7373,0,0.0153146,-0.046299,0,0,0.7233464,1405.127,Friendly,Completed,100,Public,,2011
7373,0,-0.001264,0.0095687,0,0,0.6700942,1923.269,Friendly,Completed,100,Priv.,,2013
7373,1,0.0508012,0.0458904,0,0,0.6428927,2468.934,Friendly,Completed,100,Sub.,,2014
7373,1,-0.010091,-0.027537,1,0,0.6700942,1999.517,Friendly,Completed,100,Priv.,,2013
7373,0,-0.006535,-0.030064,1,0,0.7233464,1346.452,Friendly,Completed,100,Priv.,,2011
6411,0,0.0529049,0.0648973,1,0,0.940782,5166.484,Friendly,Completed,100,Priv.,,2010
6411,0,0.0082158,0.0071031,1,1,1.0054217,7858.244,Friendly,Pending,.,Priv.,,2012
6411,0,-0.01081,-0.023527,1,1,1.0940292,5506.671,Friendly,Completed,100,Priv.,,2011
6411,0,0.0238388,0.0064369,1,0,0.940782,4250.337,Friendly,Completed,100,Sub.,,2010
6411,0,0.0023829,0.001558,0,0,0.7288778,9971.079,Friendly,Completed,100,Priv.,,2014
6411,0,-0.001581,0.0172213,1,1,1.0848013,5715.946,Friendly,Pending,.,Priv.,,2011
6411,0,0.0125402,0.0081404,1,0,0.938332,8120.391,Friendly,Completed,100,Priv.,,2012
6411,0,0.0170756,0.0288235,0,1,0.7288778,10553.248,Friendly,Completed,100,Priv.,,2014
6411,0,0.0244646,0.0249183,1,1,1.0639086,6921.224,Friendly,Completed,100,Priv.,,2012
6411,0,-0.003948,0.0130198,0,1,0.9100156,10447.016,Friendly,Completed,100,Sub.,,2015
6020,0,0.1247642,0.0877813,1,0,0.8877886,216.786,Friendly,Pending,.,Priv.,,2016
4812,0,-0.008595,-0.010808,1,1,0.9543704,200579.99,Friendly,Completed,100,Public,3539.518,2015
4812,0,-0.0129,-0.043225,1,0,0.5945941,4886.463,Friendly,Completed,100,Priv.,,2011
4812,0,0.0018002,-0.011152,1,0,0.6737508,142973.06,Friendly,Completed,100,Priv.,,2013
4812,0,0.0099215,0.0236268,1,1,0.6033528,114379.97,Friendly,Completed,100,Public,428.879,2012
4812,0,0.0058494,-0.003031,1,0,0.6097714,133896.42,Not Appl.,Status Unknown,.,Sub.,,2013
4812,0,-0.031585,0.0003748,1,0,0.6737508,140180.76,Not Appl.,Completed,100,Sub.,,2014
4812,1,-0.015083,-0.004898,0,0,0.6127612,5226.662,Not Appl.,Status Unknown,.,Sub.,,2013
4812,0,-0.002191,-0.021571,1,0,0.605342,97990.041,Friendly,Completed,.,Priv.,,2006
4812,1,-0.024463,-0.029569,1,0,0.6287497,84816.592,Friendly,Withdrawn,.,J.V.,,2010
4812,1,-0.009596,0.0070667,1,1,0.9270683,191359.1,Friendly,Pending,.,Sub.,,2016
2835,0,-0.262984,-0.345513,1,1,0.530236,27.633,Friendly,Completed,100,Sub.,,2011
8711,0,-0.009461,-0.004549,1,0,0.2968871,31.077,Friendly,Completed,.,Priv.,,2009
8711,0,0.0255558,0.1160894,1,1,0.2980631,26.118,Friendly,Completed,100,Priv.,,2012
8711,0,-0.027566,0.0094615,1,0,0.3867632,31.079,Friendly,Completed,100,Priv.,,2014
8711,0,0.0154786,0.1542137,0,0,0.2968871,29.706,Friendly,Completed,100,Priv.,,2010
2621,0,0.089341,0.0305389,1,0,1.374226,33.499,Friendly,Completed,72,Priv.,,2014
2621,1,4.2958414,4.2028147,1,0,1.374226,32.435,Friendly,Completed,100,Sub.,,2014
7373,0,-0.137628,-0.16885,1,0,0.8677654,35.376,Friendly,Completed,100,Sub.,,2007
7373,0,0.0548741,0.2067882,1,0,0.860064,54.763,Friendly,Completed,100,Sub.,,2007
7373,0,0.1105249,0.1399703,1,0,0.8299664,33.766,Friendly,Completed,100,Sub.,,2006
7373,0,-0.013219,-0.004031,1,0,0.9272979,46.823,Friendly,Completed,100,Priv.,,2007
5172,0,-0.045678,-0.041632,1,0,0.5514787,55.179,Friendly,Completed,51,Priv.,,2013
5172,0,-0.014166,0.0280918,1,0,0.4209591,217.042,Friendly,Completed,100,Priv.,,2014
5172,0,0.2421171,0.4280976,1,0,0.406067,63.931,Friendly,Pending,.,Sub.,,2014
2834,1,-0.028785,-0.063851,0,0,0.7563701,5052.701,Friendly,Completed,100,Priv.,,2009
7389,0,-0.020227,-0.035116,0,0,0.9981302,366.232,Friendly,Completed,100,Priv.,,2007
6799,0,0.0677259,0.0901064,1,0,0.0113688,18.068,Friendly,Completed,20,Priv.,,2013
3663,0,0.0106513,0.029095,1,0,0.5170513,2688.458,Friendly,Completed,100,Priv.,,2014
3663,0,0.0320636,0.066009,1,0,0.2835401,863.125,Friendly,Completed,100,Priv.,,2007
3663,1,-0.003602,-0.054295,0,0,0.2769378,894.014,Friendly,Completed,100,Priv.,,2007
3663,0,-0.007913,0.0315107,1,0,0.5170513,2890.231,Friendly,Completed,100,Priv.,,2014
3663,0,0.0343585,0.0242429,0,0,0.4149829,1300.438,Friendly,Completed,100,Priv.,,2010
3663,0,-0.010921,-0.001927,1,0,0.2265206,712.799,Friendly,Completed,100,Sub.,,2008
3663,0,0.1049009,0.1456842,1,0,0.3146246,772.876,Friendly,Completed,100,Priv.,,2009
4833,0,-0.005463,0.01956,0,0,0.5727406,2681.766,Friendly,Completed,.,Priv.,,2011
4833,0,0.0248479,0.0205625,0,0,0.656132,2135.723,Not Appl.,Status Unknown,.,Public,,2006
7389,0,0.0009066,1.2869e-06,0,0,0.3749409,417.99,Friendly,Completed,100,Priv.,,2012
7389,0,0.0177922,-0.025609,1,1,0.390777,643.535,Friendly,Completed,100,Priv.,,2008
7389,0,-0.041099,-0.087926,1,0,0.3844871,536.685,Friendly,Completed,100,Priv.,,2011
7389,1,0.0212021,0.016055,1,1,0.4171515,439.974,Friendly,Completed,.,Priv.,,2014
7389,0,-0.004788,0.0172919,1,1,0.3954928,467.375,Friendly,Completed,100,Priv.,,2011
7389,0,0.0232679,0.0155873,0,0,0.3897233,558.858,Friendly,Completed,100,Sub.,,2013
7389,1,0.0226025,0.0407823,1,1,0.4171515,440.575,Friendly,Completed,100,Priv.,,2014
7389,0,0.0254041,0.0061682,1,0,0.4196093,457.874,Friendly,Completed,100,Sub.,,2014
3672,1,0.1416264,0.1530367,1,1,0.6507926,386.187,Friendly,Completed,100,Public,225.24,2012
2836,0,0.036866,0.1506219,0,0,0.1382764,211.328,Friendly,Completed,.,Public,,2006
3669,0,-0.048363,-0.0809,1,0,0.2710077,15.043,Friendly,Completed,100,Priv.,,2014
3679,1,-0.054609,-0.094848,1,1,0.1082417,252.537,Not Appl.,Completed,3.21,Public,252.537,2012
3679,1,-0.052378,-0.063693,1,1,0.1017272,158.631,Not Appl.,Completed,4.48,Public,158.631,2013
9995,0,-0.0037,-0.069374,1,0,0.0010436,399.33,Friendly,Withdrawn,.,Priv.,,2009
3670,0,0.0068794,-0.036836,1,0,0.5012018,69.928,Friendly,Completed,100,Priv.,,2008
3670,0,0.0163972,-0.043498,1,0,0.5804114,79.731,Friendly,Completed,100,Priv.,,2006
6020,0,-0.022157,-0.01736,1,0,0.8742964,424.173,Friendly,Completed,100,Priv.,,2011
6020,0,0.0358321,0.0888812,1,0,0.8403807,888.548,Friendly,Completed,100,Priv.,,2013
7372,0,-0.251512,-0.356971,1,0,0.2717882,46.692,Friendly,Completed,100,Priv.,,2007
7372,0,-0.045786,-0.115852,1,0,0.2581204,61.96,Friendly,Completed,100,Priv.,,2007
7372,1,0.0013501,-0.044182,1,1,0.2150064,302.896,Friendly,Completed,100,Priv.,,2008
7373,0,-0.005847,0.0061463,1,1,0.0885259,385.233,Friendly,Completed,100,Priv.,,2006
6020,0,-0.007675,-0.035353,1,0,0.9316159,27.048,Friendly,Completed,100,Public,13.562,2008
5411,1,0.0136979,0.0023949,1,0,0.4353379,362.556,Friendly,Pending,.,Sub.,,2011
6020,0,-0.068127,-0.128832,1,0,0.9291452,171.264,Friendly,Completed,100,Priv.,,2007
3674,1,0.0434239,0.053705,1,0,0.1330443,178.383,Friendly,Completed,100,Priv.,,2007
3674,0,-0.148786,-0.039007,1,1,0.1431999,102.792,Friendly,Withdrawn,.,Public,4.775,2008
3674,1,-0.10186,-0.107244,0,0,0.329351,126.952,Friendly,Completed,100,Sub.,,2009
4812,1,-0.039676,0.0402263,1,0,2.5804927,190.202,Friendly,Completed,100,Sub.,,2008
6020,0,0.0493115,0.0845512,1,0,0.9042047,237.105,Friendly,Completed,100,Public,261.795,2007
2834,1,0.0106638,0.0481582,0,0,0.311598,943.944,Friendly,Completed,100,Priv.,,2010
2834,1,-0.023701,0.0143829,0,0,0.3131916,1396.614,Friendly,Completed,100,Priv.,,2011
2834,1,-0.081812,-0.145349,1,0,0.3484168,701.567,Friendly,Completed,100,Public,261.886,2008
2834,1,-0.029042,-0.019602,1,0,0.3261739,1590.742,Friendly,Pending,.,Priv.,,2011
6282,0,0.0080302,0.0219884,1,1,0.1627957,1549.256,Friendly,Completed,.,Priv.,,2015
6282,1,0.0258991,0.0776459,0,0,0.2405514,900.555,Friendly,Completed,24,Sub.,,2013
6282,1,-0.060443,-0.045469,1,0,0.2103791,663.228,Friendly,Completed,100,Priv.,,2012
7370,0,0.0334501,0.0146834,1,1,0.1577767,467.613,Friendly,Completed,100,Sub.,,2011
7370,0,-0.033146,0.0065801,1,0,0.144685,1161.984,Friendly,Completed,100,Priv.,,2015
7370,0,-0.010493,-0.0397,1,0,0.1349653,215.644,Friendly,Completed,100,Priv.,,2010
7370,0,0.0028632,0.0409456,1,0,0.1288029,238.244,Friendly,Completed,100,Priv.,,2009
7370,0,-0.008791,0.0725786,1,1,0.1896875,757.965,Friendly,Completed,100,Priv.,,2013
7370,0,-0.046658,-0.078102,0,0,0.1896875,939.051,Friendly,Completed,100,Priv.,,2014
6099,0,0.004008,0.0075001,1,1,0.2597509,74749.155,Friendly,Completed,100,Public,1297.58,2010
6099,1,-0.046066,-0.030486,0,1,0.2401952,66347.61,Friendly,Pending,.,Priv.,,2011
6099,0,0.0015879,-0.016206,0,0,0.2437077,65828.837,Friendly,Completed,100,Sub.,,2011
6099,0,0.0150718,0.0133138,1,1,0.2484627,35918.188,Friendly,Completed,100,Priv.,,2011
6099,0,0.0149103,0.0130619,1,0,0.2814011,187735.0,Friendly,Completed,100,Priv.,,2015
6099,1,-0.032421,-0.012425,0,0,0.2583259,38237.396,Friendly,Completed,100,Priv.,,2015
3670,0,0.0712142,0.1104053,1,0,0.4698881,1282.053,Friendly,Completed,100,Priv.,,2012
3670,0,0.0085394,0.0143328,0,1,0.4170088,1971.612,Friendly,Completed,100,Sub.,,2014
3670,0,0.0250002,-0.029391,1,0,0.4784976,1672.204,Friendly,Completed,100,Priv.,,2011
3670,0,-0.114008,-0.117096,1,1,0.3796737,1486.69,Hostile,Withdrawn,.,Public,1316.701,2008
3670,0,-0.045979,-0.042443,1,1,0.342572,2384.702,Friendly,Completed,100,Sub.,,2006
3670,0,-0.099416,-0.114855,1,0,0.3796737,1500.455,Friendly,Completed,100,Sub.,,2008
3670,0,-0.007944,-0.059589,0,0,0.4601835,1891.384,Friendly,Completed,100,Priv.,,2013
3670,0,0.0153603,0.0390986,0,0,0.4404945,1509.208,Friendly,Completed,100,Sub.,,2010
3670,0,-0.013057,0.0938435,0,0,0.449603,427.057,Friendly,Completed,100,Priv.,,2009
3670,0,-0.015417,-0.040215,0,0,0.3269308,1549.65,Friendly,Completed,51,Sub.,,2008
3674,0,0.0013891,0.0025766,0,0,0.2615084,160.05,Friendly,Completed,100,Priv.,,2012
3845,0,-0.180465,-0.339755,1,0,2.7581849,51.171,Friendly,Completed,100,Public,54.701,2014
1040,0,0.1162382,0.0965063,0,0,0.0102967,175.601,Friendly,Completed,100,Sub.,,2007
3480,0,-0.009686,0.0141111,1,1,0.4422746,2798.858,Friendly,Completed,100,Sub.,,2016
3714,0,0.0094615,-0.004752,0,0,0.6132423,3788.884,Friendly,Completed,19.77,J.V.,,2013
3841,1,0.0629992,0.0640268,1,0,0.0529023,745.835,Friendly,Completed,100,Priv.,,2007
5400,0,0.0240172,0.0134067,1,0,0.2009348,1359.581,Friendly,Completed,100,Sub.,,2014
5400,0,0.0191192,0.0385797,1,0,0.2362536,1804.829,Friendly,Completed,100,Priv.,,2012
1311,1,-0.072298,-0.176545,1,0,0.3536349,98.778,Friendly,Completed,100,Sub.,,2012
3663,0,0.0324383,0.068787,1,0,0.2585092,397.78,Friendly,Completed,100,Priv.,,2014
7372,0,0.0191799,0.001326,1,0,0.3485636,320.902,Friendly,Completed,100,Priv.,,2010
7372,1,0.0097827,0.0092397,1,0,0.4015141,527.737,Friendly,Completed,100,Sub.,,2011
7372,0,0.0886057,0.0613795,1,0,0.4605959,205.693,Friendly,Completed,100,Priv.,,2006
7372,1,0.0086138,-0.021896,1,0,0.4752252,521.488,Friendly,Completed,100,Sub.,,2012
3845,1,-0.027429,-0.005308,1,1,0.1367383,720.451,Friendly,Completed,100,Priv.,,2008
3845,1,-0.001395,-0.009335,1,0,0.637436,891.361,Friendly,Completed,100,Priv.,,2014
3845,0,-0.048989,-0.023792,1,0,0.1899508,792.029,Friendly,Completed,100,Priv.,,2007
3845,0,-0.073733,-0.071036,1,1,0.3149965,1531.845,Friendly,Completed,100,Priv.,,2012
3845,0,0.0668439,0.0294913,1,1,0.1825078,1064.708,Friendly,Completed,100,Priv.,,2010
3845,0,-0.005099,-0.018117,1,0,0.5455248,1098.889,Friendly,Pending,.,Sub.,,2013
3845,1,0.0053684,0.0219638,1,0,0.1202759,576.696,Friendly,Completed,100,Priv.,,2008
2300,0,0.0258757,0.0993138,1,0,0.1491932,535.933,Friendly,Completed,100,Priv.,,2008
2300,0,-0.055935,-0.033303,1,0,0.1433421,646.48,Friendly,Completed,100,Sub.,,2008
2300,0,0.0492931,-0.02019,0,0,0.1680021,557.685,Friendly,Completed,100,Sub.,,2008
2300,0,-0.004368,-0.024738,0,0,0.1271551,454.27,Friendly,Completed,100,Priv.,,2010
2300,0,0.0284436,0.0755623,0,0,0.0992566,491.875,Friendly,Pending,.,Priv.,,2010
7363,0,-0.040105,-0.09614,0,0,0.5855458,350.637,Friendly,Completed,100,Priv.,,2008
3674,1,-0.113507,-0.067065,1,0,0.0924276,441.433,Friendly,Completed,100,Priv.,,2013
4899,0,-0.10309,-0.0927,1,0,0.4773009,984.3,Friendly,Completed,100,Priv.,,2016
4899,0,-0.00377,0.0364534,1,0,0.4913431,923.021,Friendly,Completed,100,Priv.,,2015
4899,0,0.0194767,0.0039489,1,0,0.440904,685.691,Friendly,Completed,100,Priv.,,2014
4899,0,0.1236558,0.100574,1,0,0.4147743,651.613,Friendly,Completed,100,Sub.,,2013
6798,0,-0.00326,-0.004143,1,0,0.5570369,15966.11,Friendly,Completed,100,Priv.,,2006
6798,0,-0.000783,-0.019318,1,0,0.5945828,20208.42,Friendly,Completed,70,Sub.,,2007
6798,0,0.0115438,0.0216642,1,0,0.5416487,13566.136,Friendly,Completed,100,Sub.,,2006
6798,0,0.0099602,0.0485923,1,0,0.5570369,17613.858,Friendly,Completed,100,Priv.,,2007
6798,0,-0.025424,-0.023053,1,0,0.6499842,17138.892,Friendly,Completed,100,Sub.,,2007
6798,0,0.0071336,0.0048207,1,0,0.6016778,20292.301,Friendly,Completed,100,Priv.,,2014
6798,0,0.0209477,0.0304911,1,0,0.5416487,13386.33,Friendly,Pending,.,Sub.,,2006
6798,0,-0.021311,-0.018241,1,0,0.602339,15508.767,Neutral,Completed,.,Public,5000.782,2010
6798,0,-0.013742,0.0137835,1,1,0.5570369,16939.133,Friendly,Completed,100,Sub.,,2006
6798,0,-0.019716,-0.01414,1,0,0.5665637,18853.628,Friendly,Completed,100,Priv.,,2015
6798,0,0.0121034,0.0069439,1,0,0.5467115,14668.263,Friendly,Pending,.,Sub.,,2006
6798,0,0.0101157,-0.000802,1,0,0.5777891,13684.071,Friendly,Completed,97.5,Priv.,,2011
6798,0,-0.001207,0.0116892,1,1,0.5678069,15179.951,Friendly,Completed,100,Priv.,,2012
6798,0,-0.008912,-0.002092,1,0,0.5641512,16320.581,Friendly,Completed,92.5,Priv.,,2013
6798,0,0.0240839,0.007578,1,0,0.6386577,17639.069,Friendly,Pending,.,Priv.,,2007
7372,0,-0.053493,-0.129711,1,0,1.6147757,8.285,Friendly,Completed,100,Priv.,,2012
7372,0,-0.066209,0.2650404,0,0,1.2273632,5.73,Friendly,Pending,.,Priv.,,2011
1400,0,0.0016008,0.0464743,1,0,0.4390133,8554.785,Friendly,Completed,100,Priv.,,2007
1311,1,-0.002045,0.005656,0,0,0.759432,1345.201,Friendly,Completed,100,Sub.,,2013
1311,1,-0.070992,-0.044788,1,0,0.6822078,1349.879,Friendly,Completed,100,Sub.,,2012
1311,1,0.0393128,0.0925773,1,0,0.7217047,794.171,Friendly,Pending,.,Priv.,,2009
1311,1,0.1570228,0.1623315,1,0,0.7038517,1624.641,Friendly,Completed,100,Priv.,,2011
1389,0,0.0583758,0.0155089,1,1,0.3490482,1657.775,Friendly,Completed,100,Priv.,,2008
3714,1,-0.029445,-0.025039,0,0,0.5760204,3764.054,Friendly,Completed,100,Priv.,,2012
3714,1,0.0242623,0.0302266,1,0,0.7207065,7335.669,Friendly,Pending,.,J.V.,,2017
4953,1,0.0584279,0.078125,1,0,0.5926773,84.314,Friendly,Completed,100,Priv.,,2008
4953,1,0.1348622,0.1334946,1,0,0.5480688,116.159,Friendly,Completed,100,Priv.,,2007
4953,1,-0.01372,-0.070893,1,0,0.6229019,97.6,Friendly,Completed,100,Sub.,,2010
4953,1,0.0398721,0.0849629,1,0,0.5480688,124.775,Friendly,Completed,100,Priv.,,2007
4953,1,0.0287114,0.0402828,1,0,0.6436331,61.514,Friendly,Completed,100,Priv.,,2009
4953,1,-0.004193,0.0261045,1,0,0.5480933,122.734,Friendly,Completed,100,Priv.,,2007
4953,1,0.0008867,-0.044625,1,0,0.6277719,98.215,Friendly,Intended,.,Priv.,,2011
4953,1,-0.02117,-0.045122,1,0,0.574294,134.378,Friendly,Completed,100,Priv.,,2007
4953,1,-0.040736,-0.036999,1,1,0.5600319,142.662,Friendly,Completed,100,Sub.,,2007
2890,0,-0.017114,-0.002142,0,0,0.4764719,1020.433,Friendly,Completed,100,Priv.,,2014
5063,0,0.1263248,0.1191683,1,0,0.6433604,2985.489,Friendly,Completed,100,Sub.,,2006
5063,0,0.0033577,0.0421285,1,1,0.7872377,1535.106,Friendly,Withdrawn,.,Public,95.378,2008
5063,0,0.0091462,-0.001156,1,0,0.801456,1977.463,Friendly,Completed,100,Priv.,,2007
5063,1,0.0271419,0.0285262,1,0,0.801456,2002.704,Friendly,Completed,100,Priv.,,2007
5063,1,-0.000862,-0.047936,1,0,0.5954379,1586.895,Friendly,Completed,100,Priv.,,2010
5063,1,0.021743,0.0192388,1,0,0.5936732,2554.297,Friendly,Completed,100,Priv.,,2011
5160,0,0.0026864,0.0004789,1,0,0.0380962,624.062,Friendly,Completed,100,Sub.,,2016
3990,0,0.0231668,-0.017606,1,0,0.190864,1137.981,Friendly,Completed,100,Priv.,,2012
3990,0,0.0129074,-0.017876,0,0,0.190864,1308.733,Friendly,Completed,100,Priv.,,2012
3990,0,-0.051155,-0.078817,0,0,0.3758376,1012.598,Friendly,Completed,100,Priv.,,2006
3990,0,0.0031866,-0.043762,0,0,0.3530443,1410.016,Friendly,Completed,100,Priv.,,2007
6798,0,0.0063584,0.0017801,0,1,0.411879,1173.337,Friendly,Completed,100,Sub.,,2008
6798,0,0.0182189,0.0163642,0,0,0.5278136,6381.177,Friendly,Completed,100,Sub.,,2014
6798,0,0.0171856,0.0006002,0,1,0.5182278,4547.335,Friendly,Completed,100,Sub.,,2013
6798,0,0.014936,-0.008364,0,1,0.5488413,33.491,Friendly,Completed,100,Sub.,,2015
6798,0,0.002207,0.016415,1,0,0.4217071,1200.193,Friendly,Completed,100,Sub.,,2010
6798,0,-0.003721,-0.016441,0,0,0.5276361,6380.148,Friendly,Completed,100,Sub.,,2014
6798,0,-7.7e-05,0.0002823,1,0,0.3890286,1103.565,Friendly,Completed,100,Sub.,,2006
6798,0,-0.039815,0.0040671,0,0,0.5182278,5049.566,Friendly,Pending,.,Sub.,,2013
6798,1,0.0241241,0.0075614,1,0,0.5049292,1677.261,Friendly,Completed,92.43,Priv.,,2012
6798,1,0.0204831,0.0074956,1,0,0.5182278,4594.355,Friendly,Completed,81.5,Priv.,,2013
6798,0,0.0037566,-0.013606,1,0,0.537156,6101.013,Friendly,Completed,100,Sub.,,2014
6798,0,0.0112708,0.0164614,0,0,0.5210478,4767.513,Friendly,Completed,100,Sub.,,2013
6798,0,-0.005168,0.0035446,0,1,0.5488413,7375.314,Friendly,Completed,100,Sub.,,2015
6798,0,-0.002181,0.011969,0,1,0.5278136,6964.355,Friendly,Completed,100,Sub.,,2015
6798,0,0.012035,-0.00837,0,0,0.5278136,6877.495,Friendly,Completed,100,Sub.,,2014
6798,0,-0.01472,-0.044274,0,0,0.4938652,1621.66,Friendly,Completed,100,Sub.,,2011
